"t" "date" "time" "comments" "neg" "pos" "emo"
"5037" 5037 "2012-09-02" "03:44:00" 5 -1.4 1.8 0.4
"5038" 5038 "2012-09-02" "03:59:00" 1 -1 3 2
"5039" 5039 "2012-09-02" "04:14:00" 9 -1.2222 2.2222 1
"5040" 5040 "2012-09-02" "04:29:00" 2 -1 2 1
"5041" 5041 "2012-09-02" "04:44:00" 2 -1 2.5 1.5
"5042" 5042 "2012-09-02" "04:59:00" 6 -1.5 2.3333 0.8333
"5043" 5043 "2012-09-02" "05:14:00" 5 -1.2 2.6 1.4
"5044" 5044 "2012-09-02" "05:29:00" 7 -1.1429 2.2857 1.1429
"5045" 5045 "2012-09-02" "05:44:00" 4 -1 2.75 1.75
"5046" 5046 "2012-09-02" "05:59:00" 11 -1.2727 2.5455 1.2727
"5047" 5047 "2012-09-02" "06:14:00" 14 -1.5 2.2857 0.7857
"5048" 5048 "2012-09-02" "06:29:00" 8 -1.375 1.875 0.5
"5049" 5049 "2012-09-02" "06:44:00" 15 -1.4667 2.4667 1
"5050" 5050 "2012-09-02" "06:59:00" 23 -1.5652 2.0435 0.4783
"5051" 5051 "2012-09-02" "07:14:00" 14 -1.2857 2.5714 1.2857
"5052" 5052 "2012-09-02" "07:29:00" 21 -1.1905 2.5238 1.3333
"5053" 5053 "2012-09-02" "07:44:00" 35 -1.6571 2.2571 0.6
"5054" 5054 "2012-09-02" "07:59:00" 34 -1.2647 2.5882 1.3235
"5055" 5055 "2012-09-02" "08:14:00" 51 -1.3333 2.3333 1
"5056" 5056 "2012-09-02" "08:29:00" 58 -1.2759 2.4655 1.1897
"5057" 5057 "2012-09-02" "08:44:00" 53 -1.3774 2.5094 1.1321
"5058" 5058 "2012-09-02" "08:59:00" 106 -1.217 2.6321 1.4151
"5059" 5059 "2012-09-02" "09:14:00" 78 -1.3846 2.6538 1.2692
"5060" 5060 "2012-09-02" "09:29:00" 63 -1.3492 2.4603 1.1111
"5061" 5061 "2012-09-02" "09:44:00" 76 -1.4737 2.4079 0.9342
"5062" 5062 "2012-09-02" "09:59:00" 66 -1.3485 2.7576 1.4091
"5063" 5063 "2012-09-02" "10:14:00" 66 -1.4242 2.3333 0.9091
"5064" 5064 "2012-09-02" "10:29:00" 42 -1.4048 2.5952 1.1905
"5065" 5065 "2012-09-02" "10:44:00" 72 -1.3333 2.7222 1.3889
"5066" 5066 "2012-09-02" "10:59:00" 65 -1.4615 2.6462 1.1846
"5067" 5067 "2012-09-02" "11:14:00" 65 -1.3692 2.5692 1.2
"5068" 5068 "2012-09-02" "11:29:00" 77 -1.3636 2.5844 1.2208
"5069" 5069 "2012-09-02" "11:44:00" 73 -1.5616 2.4384 0.8767
"5070" 5070 "2012-09-02" "11:59:00" 75 -1.3467 2.64 1.2933
"5071" 5071 "2012-09-02" "12:14:00" 72 -1.2917 2.75 1.4583
"5072" 5072 "2012-09-02" "12:29:00" 88 -1.3977 2.4545 1.0568
"5073" 5073 "2012-09-02" "12:44:00" 93 -1.3548 2.3978 1.043
"5074" 5074 "2012-09-02" "12:59:00" 87 -1.3563 2.5977 1.2414
"5075" 5075 "2012-09-02" "13:14:00" 64 -1.3906 2.4375 1.0469
"5076" 5076 "2012-09-02" "13:29:00" 41 -1.2683 2.6098 1.3415
"5077" 5077 "2012-09-02" "13:44:00" 69 -1.4493 2.4638 1.0145
"5078" 5078 "2012-09-02" "13:59:00" 77 -1.3247 2.4416 1.1169
"5079" 5079 "2012-09-02" "14:14:00" 76 -1.3816 2.5658 1.1842
"5080" 5080 "2012-09-02" "14:29:00" 49 -1.3673 2.4694 1.102
"5081" 5081 "2012-09-02" "14:44:00" 46 -1.5652 2.413 0.8478
"5082" 5082 "2012-09-02" "14:59:00" 63 -1.3968 2.3651 0.9683
"5083" 5083 "2012-09-02" "15:14:00" 76 -1.3816 2.4342 1.0526
"5084" 5084 "2012-09-02" "15:29:00" 71 -1.4366 2.2817 0.8451
"5085" 5085 "2012-09-02" "15:44:00" 57 -1.2982 2.6842 1.386
"5086" 5086 "2012-09-02" "15:59:00" 53 -1.2453 2.4906 1.2453
"5087" 5087 "2012-09-02" "16:14:00" 62 -1.371 2.4839 1.1129
"5088" 5088 "2012-09-02" "16:29:00" 69 -1.1884 2.4638 1.2754
"5089" 5089 "2012-09-02" "16:44:00" 77 -1.4935 2.3636 0.8701
"5090" 5090 "2012-09-02" "16:59:00" 67 -1.403 2.5224 1.1194
"5091" 5091 "2012-09-02" "17:14:00" 99 -1.3939 2.596 1.202
"5092" 5092 "2012-09-02" "17:29:00" 83 -1.3133 2.5542 1.241
"5093" 5093 "2012-09-02" "17:44:00" 97 -1.4742 2.4845 1.0103
"5094" 5094 "2012-09-02" "17:59:00" 90 -1.2333 2.5222 1.2889
"5095" 5095 "2012-09-02" "18:14:00" 73 -1.3151 2.4658 1.1507
"5096" 5096 "2012-09-02" "18:29:00" 71 -1.4366 2.5493 1.1127
"5097" 5097 "2012-09-02" "18:44:00" 92 -1.3152 2.587 1.2717
"5098" 5098 "2012-09-02" "18:59:00" 113 -1.3628 2.6549 1.292
"5099" 5099 "2012-09-02" "19:14:00" 97 -1.4433 2.5979 1.1546
"5100" 5100 "2012-09-02" "19:29:00" 104 -1.3654 2.6154 1.25
"5101" 5101 "2012-09-02" "19:44:00" 79 -1.4557 2.5316 1.0759
"5102" 5102 "2012-09-02" "19:59:00" 123 -1.2927 2.7724 1.4797
"5103" 5103 "2012-09-02" "20:14:00" 97 -1.3299 2.4433 1.1134
"5104" 5104 "2012-09-02" "20:29:00" 82 -1.3537 2.5 1.1463
"5105" 5105 "2012-09-02" "20:44:00" 105 -1.3333 2.5333 1.2
"5106" 5106 "2012-09-02" "20:59:00" 131 -1.6107 2.4275 0.8168
"5107" 5107 "2012-09-02" "21:14:00" 89 -1.4607 2.3596 0.8989
"5108" 5108 "2012-09-02" "21:29:00" 99 -1.4545 2.2929 0.8384
"5109" 5109 "2012-09-02" "21:44:00" 229 -1.3144 2.9083 1.5939
"5110" 5110 "2012-09-02" "21:59:00" 110 -1.3091 2.8364 1.5273
"5111" 5111 "2012-09-02" "22:14:00" 75 -1.3467 2.5467 1.2
"5112" 5112 "2012-09-02" "22:29:00" 56 -1.4643 2.6071 1.1429
"5113" 5113 "2012-09-02" "22:44:00" 76 -1.5263 2.5789 1.0526
"5114" 5114 "2012-09-02" "22:59:00" 48 -1.6458 2.6667 1.0208
"5115" 5115 "2012-09-02" "23:14:00" 47 -1.383 2.6596 1.2766
"5116" 5116 "2012-09-02" "23:29:00" 42 -1.4048 2.5238 1.119
"5117" 5117 "2012-09-02" "23:44:00" 24 -1.2917 2.5 1.2083
"5118" 5118 "2012-09-02" "23:59:00" 29 -1.4483 2.4483 1
"5119" 5119 "2012-09-03" "00:14:00" 18 -1.4444 2.2778 0.8333
"5120" 5120 "2012-09-03" "00:29:00" 18 -1.1667 2.4444 1.2778
"5121" 5121 "2012-09-03" "00:44:00" 21 -1.7143 2.1429 0.4286
"5122" 5122 "2012-09-03" "00:59:00" 18 -1.5556 2.0556 0.5
"5123" 5123 "2012-09-03" "01:14:00" 11 -1.4545 2.3636 0.9091
"5124" 5124 "2012-09-03" "01:29:00" 8 -1.625 2.5 0.875
"5125" 5125 "2012-09-03" "01:44:00" 7 -1.5714 2 0.4286
"5126" 5126 "2012-09-03" "01:59:00" 13 -1.6154 2.3846 0.7692
"5127" 5127 "2012-09-03" "02:14:00" 8 -1.75 2.25 0.5
"5128" 5128 "2012-09-03" "02:29:00" 3 -2 2.3333 0.3333
"5129" 5129 "2012-09-03" "02:44:00" 5 -1.2 2 0.8
"5130" 5130 "2012-09-03" "02:59:00" 2 -1 2.5 1.5
"5131" 5131 "2012-09-03" "03:14:00" 5 -1.6 2.2 0.6
"5132" 5132 "2012-09-03" "03:29:00" 6 -1 2.8333 1.8333
"5133" 5133 "2012-09-03" "03:44:00" 3 -2.6667 2.6667 0
"5134" 5134 "2012-09-03" "03:59:00" 1 -1 3 2
"5135" 5135 "2012-09-03" "04:14:00" 4 -1.5 3 1.5
"5136" 5136 "2012-09-03" "04:29:00" 6 -1.1667 2.6667 1.5
"5137" 5137 "2012-09-03" "04:44:00" 8 -1.875 2.5 0.625
"5138" 5138 "2012-09-03" "04:59:00" 6 -1.3333 2.6667 1.3333
"5139" 5139 "2012-09-03" "05:14:00" 9 -1.2222 2.5556 1.3333
"5140" 5140 "2012-09-03" "05:29:00" 8 -1.5 1.75 0.25
"5141" 5141 "2012-09-03" "05:44:00" 16 -1.1875 2.25 1.0625
"5142" 5142 "2012-09-03" "05:59:00" 16 -1.5 2.625 1.125
"5143" 5143 "2012-09-03" "06:14:00" 18 -1.6667 2.3889 0.7222
"5144" 5144 "2012-09-03" "06:29:00" 21 -1.5714 2.2381 0.6667
"5145" 5145 "2012-09-03" "06:44:00" 22 -1.4545 2.4545 1
"5146" 5146 "2012-09-03" "06:59:00" 25 -1.44 2.28 0.84
"5147" 5147 "2012-09-03" "07:14:00" 32 -1.25 2.5 1.25
"5148" 5148 "2012-09-03" "07:29:00" 38 -1.6316 2.4474 0.8158
"5149" 5149 "2012-09-03" "07:44:00" 46 -1.5 2.2609 0.7609
"5150" 5150 "2012-09-03" "07:59:00" 52 -1.3077 2.4615 1.1538
"5151" 5151 "2012-09-03" "08:14:00" 48 -1.25 2.5625 1.3125
"5152" 5152 "2012-09-03" "08:29:00" 83 -1.3373 2.4578 1.1205
"5153" 5153 "2012-09-03" "08:44:00" 72 -1.3889 2.4167 1.0278
"5154" 5154 "2012-09-03" "08:59:00" 83 -1.3494 2.2892 0.9398
"5155" 5155 "2012-09-03" "09:14:00" 95 -1.4421 2.4211 0.9789
"5156" 5156 "2012-09-03" "09:29:00" 65 -1.2154 2.5538 1.3385
"5157" 5157 "2012-09-03" "09:44:00" 88 -1.4432 2.5795 1.1364
"5158" 5158 "2012-09-03" "09:59:00" 77 -1.4675 2.3506 0.8831
"5159" 5159 "2012-09-03" "10:14:00" 65 -1.2462 2.4769 1.2308
"5160" 5160 "2012-09-03" "10:29:00" 63 -1.4286 2.3333 0.9048
"5161" 5161 "2012-09-03" "10:44:00" 63 -1.4286 2.3651 0.9365
"5162" 5162 "2012-09-03" "10:59:00" 70 -1.5286 2.4571 0.9286
"5163" 5163 "2012-09-03" "11:14:00" 67 -1.4925 2.5373 1.0448
"5164" 5164 "2012-09-03" "11:29:00" 92 -1.5217 2.2717 0.75
"5165" 5165 "2012-09-03" "11:44:00" 85 -1.4588 2.6588 1.2
"5166" 5166 "2012-09-03" "11:59:00" 65 -1.2923 2.5692 1.2769
"5167" 5167 "2012-09-03" "12:14:00" 65 -1.5077 2.5077 1
"5168" 5168 "2012-09-03" "12:29:00" 66 -1.4545 2.4394 0.9848
"5169" 5169 "2012-09-03" "12:44:00" 64 -1.4375 2.5156 1.0781
"5170" 5170 "2012-09-03" "12:59:00" 64 -1.4219 2.5938 1.1719
"5171" 5171 "2012-09-03" "13:14:00" 64 -1.2969 2.4375 1.1406
"5172" 5172 "2012-09-03" "13:29:00" 54 -1.2593 2.4444 1.1852
"5173" 5173 "2012-09-03" "13:44:00" 63 -1.2222 2.619 1.3968
"5174" 5174 "2012-09-03" "13:59:00" 66 -1.5606 2.4697 0.9091
"5175" 5175 "2012-09-03" "14:14:00" 55 -1.4 2.5091 1.1091
"5176" 5176 "2012-09-03" "14:29:00" 61 -1.4426 2.4098 0.9672
"5177" 5177 "2012-09-03" "14:44:00" 73 -1.4521 2.4795 1.0274
"5178" 5178 "2012-09-03" "14:59:00" 46 -1.3261 2.4783 1.1522
"5179" 5179 "2012-09-03" "15:14:00" 55 -1.3636 2.4 1.0364
"5180" 5180 "2012-09-03" "15:29:00" 65 -1.3385 2.5385 1.2
"5181" 5181 "2012-09-03" "15:44:00" 77 -1.4416 2.4156 0.974
"5182" 5182 "2012-09-03" "15:59:00" 81 -1.4444 2.3333 0.8889
"5183" 5183 "2012-09-03" "16:14:00" 77 -1.4026 2.3247 0.9221
"5184" 5184 "2012-09-03" "16:29:00" 74 -1.6081 2.4054 0.7973
"5185" 5185 "2012-09-03" "16:44:00" 86 -1.3023 2.5 1.1977
"5186" 5186 "2012-09-03" "16:59:00" 141 -1.2553 2.6028 1.3475
"5187" 5187 "2012-09-03" "17:14:00" 78 -1.3974 2.5128 1.1154
"5188" 5188 "2012-09-03" "17:29:00" 76 -1.4342 2.3553 0.9211
"5189" 5189 "2012-09-03" "17:44:00" 99 -1.4141 2.596 1.1818
"5190" 5190 "2012-09-03" "17:59:00" 76 -1.4474 2.3816 0.9342
"5191" 5191 "2012-09-03" "18:14:00" 64 -1.375 2.5469 1.1719
"5192" 5192 "2012-09-03" "18:29:00" 87 -1.2529 2.7126 1.4598
"5193" 5193 "2012-09-03" "18:44:00" 76 -1.2763 2.6974 1.4211
"5194" 5194 "2012-09-03" "18:59:00" 91 -1.4725 2.6264 1.1538
"5195" 5195 "2012-09-03" "19:14:00" 71 -1.493 2.493 1
"5196" 5196 "2012-09-03" "19:29:00" 125 -1.424 2.376 0.952
"5197" 5197 "2012-09-03" "19:44:00" 114 -1.4474 2.5263 1.0789
"5198" 5198 "2012-09-03" "19:59:00" 109 -1.3761 2.5413 1.1651
"5199" 5199 "2012-09-03" "20:14:00" 75 -1.4667 2.36 0.8933
"5200" 5200 "2012-09-03" "20:29:00" 90 -1.6 2.4889 0.8889
"5201" 5201 "2012-09-03" "20:44:00" 123 -1.6016 2.4146 0.813
"5202" 5202 "2012-09-03" "20:59:00" 101 -1.5644 2.3663 0.802
"5203" 5203 "2012-09-03" "21:14:00" 114 -1.4649 2.6228 1.1579
"5204" 5204 "2012-09-03" "21:29:00" 25 -1.32 2.76 1.44
"5205" 5205 "2012-09-03" "21:44:00" 0 0 0 0
"5206" 5206 "2012-09-03" "21:59:00" 28 -1.75 2.3571 0.6071
"5207" 5207 "2012-09-03" "22:14:00" 82 -1.5244 2.5488 1.0244
"5208" 5208 "2012-09-03" "22:29:00" 62 -1.5806 2.6129 1.0323
"5209" 5209 "2012-09-03" "22:44:00" 56 -1.5 2.4821 0.9821
"5210" 5210 "2012-09-03" "22:59:00" 53 -1.5094 2.5472 1.0377
"5211" 5211 "2012-09-03" "23:14:00" 39 -1.3333 2.5897 1.2564
"5212" 5212 "2012-09-03" "23:29:00" 75 -2 2.1867 0.1867
"5213" 5213 "2012-09-03" "23:44:00" 39 -1.641 2.3333 0.6923
"5214" 5214 "2012-09-03" "23:59:00" 40 -1.5 2.55 1.05
"5215" 5215 "2012-09-04" "00:14:00" 16 -1.625 2.25 0.625
"5216" 5216 "2012-09-04" "00:29:00" 29 -1.6207 2.4138 0.7931
"5217" 5217 "2012-09-04" "00:44:00" 50 -1.46 2.6 1.14
"5218" 5218 "2012-09-04" "00:59:00" 6 -1.1667 2.8333 1.6667
"5219" 5219 "2012-09-04" "01:14:00" 12 -1.3333 2.5833 1.25
"5220" 5220 "2012-09-04" "01:29:00" 8 -1.875 2.25 0.375
"5221" 5221 "2012-09-04" "01:44:00" 22 -2.5 1.9091 -0.5909
"5222" 5222 "2012-09-04" "01:59:00" 5 -1.6 2.8 1.2
"5223" 5223 "2012-09-04" "02:14:00" 4 -1.75 3 1.25
"5224" 5224 "2012-09-04" "02:29:00" 15 -1.7333 2.1333 0.4
"5225" 5225 "2012-09-04" "02:44:00" 2 -1 3 2
"5226" 5226 "2012-09-04" "02:59:00" 2 -1.5 2 0.5
"5227" 5227 "2012-09-04" "03:14:00" 3 -1.6667 2.6667 1
"5228" 5228 "2012-09-04" "03:29:00" 8 -1.25 3.75 2.5
"5229" 5229 "2012-09-04" "03:44:00" 3 -2.3333 2.6667 0.3333
"5230" 5230 "2012-09-04" "03:59:00" 1 -1 2 1
"5231" 5231 "2012-09-04" "04:14:00" 5 -1.2 3 1.8
"5232" 5232 "2012-09-04" "04:29:00" 4 -1.5 2.5 1
"5233" 5233 "2012-09-04" "04:44:00" 5 -2 1.6 -0.4
"5234" 5234 "2012-09-04" "04:59:00" 7 -1.8571 2.2857 0.4286
"5235" 5235 "2012-09-04" "05:14:00" 4 -1.25 2.5 1.25
"5236" 5236 "2012-09-04" "05:29:00" 6 -1.8333 2.8333 1
"5237" 5237 "2012-09-04" "05:44:00" 15 -1.6 2.2 0.6
"5238" 5238 "2012-09-04" "05:59:00" 20 -1.95 2.2 0.25
"5239" 5239 "2012-09-04" "06:14:00" 26 -1.6538 2.0769 0.4231
"5240" 5240 "2012-09-04" "06:29:00" 25 -1.68 2.12 0.44
"5241" 5241 "2012-09-04" "06:44:00" 33 -2.2121 2.0606 -0.1515
"5242" 5242 "2012-09-04" "06:59:00" 53 -1.3774 2.6226 1.2453
"5243" 5243 "2012-09-04" "07:14:00" 60 -1.5833 2.3667 0.7833
"5244" 5244 "2012-09-04" "07:29:00" 63 -1.6984 2.2381 0.5397
"5245" 5245 "2012-09-04" "07:44:00" 60 -1.5833 2.3167 0.7333
"5246" 5246 "2012-09-04" "07:59:00" 65 -1.5077 2.2615 0.7538
"5247" 5247 "2012-09-04" "08:14:00" 91 -1.5934 2.4725 0.8791
"5248" 5248 "2012-09-04" "08:29:00" 79 -1.6835 2.1519 0.4684
"5249" 5249 "2012-09-04" "08:44:00" 75 -1.48 2.4667 0.9867
"5250" 5250 "2012-09-04" "08:59:00" 84 -1.4048 2.4405 1.0357
"5251" 5251 "2012-09-04" "09:14:00" 83 -1.6747 2.4578 0.7831
"5252" 5252 "2012-09-04" "09:29:00" 102 -1.7059 2.3529 0.6471
"5253" 5253 "2012-09-04" "09:44:00" 96 -1.5625 2.4479 0.8854
"5254" 5254 "2012-09-04" "09:59:00" 81 -1.679 2.3951 0.716
"5255" 5255 "2012-09-04" "10:14:00" 82 -1.4634 2.3171 0.8537
"5256" 5256 "2012-09-04" "10:29:00" 87 -1.5747 2.3908 0.8161
"5257" 5257 "2012-09-04" "10:44:00" 62 -1.3387 2.4516 1.1129
"5258" 5258 "2012-09-04" "10:59:00" 63 -1.4603 2.6032 1.1429
"5259" 5259 "2012-09-04" "11:14:00" 81 -1.4444 2.3333 0.8889
"5260" 5260 "2012-09-04" "11:29:00" 77 -1.4805 2.2468 0.7662
"5261" 5261 "2012-09-04" "11:44:00" 69 -1.3913 2.3913 1
"5262" 5262 "2012-09-04" "11:59:00" 65 -1.4769 2.5077 1.0308
"5263" 5263 "2012-09-04" "12:14:00" 64 -1.4688 2.2969 0.8281
"5264" 5264 "2012-09-04" "12:29:00" 63 -1.6825 2.3968 0.7143
"5265" 5265 "2012-09-04" "12:44:00" 66 -1.5455 2.2727 0.7273
"5266" 5266 "2012-09-04" "12:59:00" 64 -1.6875 2.4375 0.75
"5267" 5267 "2012-09-04" "13:14:00" 54 -1.537 2.2593 0.7222
"5268" 5268 "2012-09-04" "13:29:00" 74 -1.6757 2.2027 0.527
"5269" 5269 "2012-09-04" "13:44:00" 69 -1.6087 2.3188 0.7101
"5270" 5270 "2012-09-04" "13:59:00" 71 -1.7183 2.4366 0.7183
"5271" 5271 "2012-09-04" "14:14:00" 57 -1.3509 2.4035 1.0526
"5272" 5272 "2012-09-04" "14:29:00" 86 -1.6512 2.2326 0.5814
"5273" 5273 "2012-09-04" "14:44:00" 64 -1.5 2.6094 1.1094
"5274" 5274 "2012-09-04" "14:59:00" 74 -1.5676 2.1486 0.5811
"5275" 5275 "2012-09-04" "15:14:00" 67 -1.6866 2.5075 0.8209
"5276" 5276 "2012-09-04" "15:29:00" 81 -1.4568 2.4321 0.9753
"5277" 5277 "2012-09-04" "15:44:00" 62 -1.371 2.4677 1.0968
"5278" 5278 "2012-09-04" "15:59:00" 92 -1.6522 2.337 0.6848
"5279" 5279 "2012-09-04" "16:14:00" 110 -1.5636 2.3455 0.7818
"5280" 5280 "2012-09-04" "16:29:00" 91 -1.5934 2.2967 0.7033
"5281" 5281 "2012-09-04" "16:44:00" 87 -1.6207 2.3333 0.7126
"5282" 5282 "2012-09-04" "16:59:00" 85 -1.4824 2.4 0.9176
"5283" 5283 "2012-09-04" "17:14:00" 73 -1.5205 2.3288 0.8082
"5284" 5284 "2012-09-04" "17:29:00" 91 -1.5055 2.3407 0.8352
"5285" 5285 "2012-09-04" "17:44:00" 71 -1.3521 2.4085 1.0563
"5286" 5286 "2012-09-04" "17:59:00" 112 -1.3661 2.3393 0.9732
"5287" 5287 "2012-09-04" "18:14:00" 103 -1.4757 2.4369 0.9612
"5288" 5288 "2012-09-04" "18:29:00" 99 -1.4949 2.3939 0.899
"5289" 5289 "2012-09-04" "18:44:00" 94 -1.6702 2.4681 0.7979
"5290" 5290 "2012-09-04" "18:59:00" 91 -1.6484 2.4066 0.7582
"5291" 5291 "2012-09-04" "19:14:00" 94 -1.5957 2.3936 0.7979
"5292" 5292 "2012-09-04" "19:29:00" 82 -1.3293 2.4512 1.122
"5293" 5293 "2012-09-04" "19:44:00" 122 -1.4426 2.5574 1.1148
"5294" 5294 "2012-09-04" "19:59:00" 106 -1.3396 2.5566 1.217
"5295" 5295 "2012-09-04" "20:14:00" 116 -1.3966 2.7241 1.3276
"5296" 5296 "2012-09-04" "20:29:00" 92 -1.7826 2.3478 0.5652
"5297" 5297 "2012-09-04" "20:44:00" 134 -1.291 2.7313 1.4403
"5298" 5298 "2012-09-04" "20:59:00" 166 -1.512 2.6084 1.0964
"5299" 5299 "2012-09-04" "21:14:00" 89 -1.427 2.7303 1.3034
"5300" 5300 "2012-09-04" "21:29:00" 89 -1.5169 2.4831 0.9663
"5301" 5301 "2012-09-04" "21:44:00" 84 -1.4167 2.5714 1.1548
"5302" 5302 "2012-09-04" "21:59:00" 85 -1.6 2.5176 0.9176
"5303" 5303 "2012-09-04" "22:14:00" 72 -1.3472 2.5278 1.1806
"5304" 5304 "2012-09-04" "22:29:00" 63 -1.6349 2.4127 0.7778
"5305" 5305 "2012-09-04" "22:44:00" 61 -1.6393 2.4262 0.7869
"5306" 5306 "2012-09-04" "22:59:00" 52 -1.6154 2.3654 0.75
"5307" 5307 "2012-09-04" "23:14:00" 57 -1.5263 2.3509 0.8246
"5308" 5308 "2012-09-04" "23:29:00" 44 -1.6136 2.2955 0.6818
"5309" 5309 "2012-09-04" "23:44:00" 40 -1.525 2.575 1.05
"5310" 5310 "2012-09-04" "23:59:00" 23 -1.3043 2.5217 1.2174
"5311" 5311 "2012-09-05" "00:14:00" 20 -1.75 2.05 0.3
"5312" 5312 "2012-09-05" "00:29:00" 14 -1.2857 2.8571 1.5714
"5313" 5313 "2012-09-05" "00:44:00" 14 -1.9286 1.9286 0
"5314" 5314 "2012-09-05" "00:59:00" 6 -1.1667 2.6667 1.5
"5315" 5315 "2012-09-05" "01:14:00" 12 -1.1667 2.3333 1.1667
"5316" 5316 "2012-09-05" "01:29:00" 8 -1.875 2.125 0.25
"5317" 5317 "2012-09-05" "01:44:00" 8 -1.5 1.875 0.375
"5318" 5318 "2012-09-05" "01:59:00" 5 -2 2 0
"5319" 5319 "2012-09-05" "02:14:00" 9 -1.1111 2.7778 1.6667
"5320" 5320 "2012-09-05" "02:29:00" 2 -2.5 1 -1.5
"5321" 5321 "2012-09-05" "02:44:00" 1 -1 2 1
"5322" 5322 "2012-09-05" "02:59:00" 2 -1.5 2 0.5
"5323" 5323 "2012-09-05" "03:14:00" 8 -2.125 1.875 -0.25
"5324" 5324 "2012-09-05" "03:29:00" 11 -1.5455 2.4545 0.9091
"5325" 5325 "2012-09-05" "03:44:00" 3 -1.3333 2 0.6667
"5326" 5326 "2012-09-05" "03:59:00" 3 -2 1.3333 -0.6667
"5327" 5327 "2012-09-05" "04:14:00" 6 -1.3333 2.1667 0.8333
"5328" 5328 "2012-09-05" "04:29:00" 4 -1.75 2 0.25
"5329" 5329 "2012-09-05" "04:44:00" 3 -3.3333 2 -1.3333
"5330" 5330 "2012-09-05" "04:59:00" 16 -1.1875 2.375 1.1875
"5331" 5331 "2012-09-05" "05:14:00" 13 -1.2308 2.5385 1.3077
"5332" 5332 "2012-09-05" "05:29:00" 9 -1.6667 2 0.3333
"5333" 5333 "2012-09-05" "05:44:00" 17 -1.6471 2.1765 0.5294
"5334" 5334 "2012-09-05" "05:59:00" 18 -1.3889 2.5556 1.1667
"5335" 5335 "2012-09-05" "06:14:00" 28 -1.5 2.4286 0.9286
"5336" 5336 "2012-09-05" "06:29:00" 20 -1.35 2.5 1.15
"5337" 5337 "2012-09-05" "06:44:00" 18 -1.2778 2.4444 1.1667
"5338" 5338 "2012-09-05" "06:59:00" 30 -1.1667 2.7 1.5333
"5339" 5339 "2012-09-05" "07:14:00" 40 -1.575 2.4 0.825
"5340" 5340 "2012-09-05" "07:29:00" 56 -1.3929 2.5536 1.1607
"5341" 5341 "2012-09-05" "07:44:00" 47 -1.6596 2.383 0.7234
"5342" 5342 "2012-09-05" "07:59:00" 56 -1.3393 2.3036 0.9643
"5343" 5343 "2012-09-05" "08:14:00" 55 -1.4182 2.4545 1.0364
"5344" 5344 "2012-09-05" "08:29:00" 69 -1.4058 2.5217 1.1159
"5345" 5345 "2012-09-05" "08:44:00" 79 -1.5696 2.4304 0.8608
"5346" 5346 "2012-09-05" "08:59:00" 86 -1.3488 2.5814 1.2326
"5347" 5347 "2012-09-05" "09:14:00" 95 -1.4421 2.3368 0.8947
"5348" 5348 "2012-09-05" "09:29:00" 75 -1.36 2.4667 1.1067
"5349" 5349 "2012-09-05" "09:44:00" 73 -1.4658 2.5342 1.0685
"5350" 5350 "2012-09-05" "09:59:00" 79 -1.2911 2.3797 1.0886
"5351" 5351 "2012-09-05" "10:14:00" 50 -1.36 2.56 1.2
"5352" 5352 "2012-09-05" "10:29:00" 88 -1.3295 2.4886 1.1591
"5353" 5353 "2012-09-05" "10:44:00" 70 -1.3571 2.4429 1.0857
"5354" 5354 "2012-09-05" "10:59:00" 71 -1.3803 2.662 1.2817
"5355" 5355 "2012-09-05" "11:14:00" 73 -1.589 2.5616 0.9726
"5356" 5356 "2012-09-05" "11:29:00" 61 -1.4754 2.3607 0.8852
"5357" 5357 "2012-09-05" "11:44:00" 64 -1.4219 2.375 0.9531
"5358" 5358 "2012-09-05" "11:59:00" 59 -1.5593 2.4576 0.8983
"5359" 5359 "2012-09-05" "12:14:00" 64 -1.5 2.5156 1.0156
"5360" 5360 "2012-09-05" "12:29:00" 74 -1.4189 2.4595 1.0405
"5361" 5361 "2012-09-05" "12:44:00" 82 -1.5854 2.2561 0.6707
"5362" 5362 "2012-09-05" "12:59:00" 53 -1.717 2.434 0.717
"5363" 5363 "2012-09-05" "13:14:00" 63 -1.5873 2.5079 0.9206
"5364" 5364 "2012-09-05" "13:29:00" 61 -1.6721 2.2131 0.541
"5365" 5365 "2012-09-05" "13:44:00" 61 -1.3934 2.5574 1.1639
"5366" 5366 "2012-09-05" "13:59:00" 48 -1.6042 2.5 0.8958
"5367" 5367 "2012-09-05" "14:14:00" 59 -1.3898 2.4576 1.0678
"5368" 5368 "2012-09-05" "14:29:00" 73 -1.6438 2.3151 0.6712
"5369" 5369 "2012-09-05" "14:44:00" 47 -1.4894 2.4681 0.9787
"5370" 5370 "2012-09-05" "14:59:00" 57 -1.4386 2.4211 0.9825
"5371" 5371 "2012-09-05" "15:14:00" 75 -1.4667 2.5733 1.1067
"5372" 5372 "2012-09-05" "15:29:00" 75 -1.3333 2.4133 1.08
"5373" 5373 "2012-09-05" "15:44:00" 75 -1.3467 2.4267 1.08
"5374" 5374 "2012-09-05" "15:59:00" 72 -1.3889 2.4306 1.0417
"5375" 5375 "2012-09-05" "16:14:00" 66 -1.4545 2.4091 0.9545
"5376" 5376 "2012-09-05" "16:29:00" 84 -1.4167 2.4643 1.0476
"5377" 5377 "2012-09-05" "16:44:00" 77 -1.5195 2.4286 0.9091
