"t" "date" "time" "comments" "neg" "pos" "emo"
"1620" 1620 "2012-07-28" "13:29:00" 973 -1.5108 2.3649 0.8541
"1621" 1621 "2012-07-28" "13:44:00" 907 -1.5546 2.3705 0.8159
"1622" 1622 "2012-07-28" "13:59:00" 970 -1.4753 2.3608 0.8856
"1623" 1623 "2012-07-28" "14:14:00" 891 -1.6285 2.3502 0.7217
"1624" 1624 "2012-07-28" "14:29:00" 1047 -1.6418 2.2235 0.5817
"1625" 1625 "2012-07-28" "14:44:00" 1252 -1.722 2.1645 0.4425
"1626" 1626 "2012-07-28" "14:59:00" 1504 -1.8989 2.1981 0.2992
"1627" 1627 "2012-07-28" "15:14:00" 1042 -1.7207 2.3522 0.6315
"1628" 1628 "2012-07-28" "15:29:00" 792 -1.6995 2.303 0.6035
"1629" 1629 "2012-07-28" "15:44:00" 766 -1.6671 2.3198 0.6527
"1630" 1630 "2012-07-28" "15:59:00" 861 -1.5552 2.381 0.8258
"1631" 1631 "2012-07-28" "16:14:00" 811 -1.5635 2.3416 0.7781
"1632" 1632 "2012-07-28" "16:29:00" 773 -1.6287 2.3157 0.6869
"1633" 1633 "2012-07-28" "16:44:00" 954 -1.5398 2.3239 0.7841
"1634" 1634 "2012-07-28" "16:59:00" 790 -1.6354 2.2949 0.6595
"1635" 1635 "2012-07-28" "17:14:00" 744 -1.5726 2.3817 0.8091
"1636" 1636 "2012-07-28" "17:29:00" 771 -1.5629 2.4682 0.9053
"1637" 1637 "2012-07-28" "17:44:00" 664 -1.6431 2.3494 0.7063
"1638" 1638 "2012-07-28" "17:59:00" 715 -1.5469 2.3538 0.807
"1639" 1639 "2012-07-28" "18:14:00" 731 -1.5828 2.3488 0.7661
"1640" 1640 "2012-07-28" "18:29:00" 683 -1.5593 2.3939 0.8346
"1641" 1641 "2012-07-28" "18:44:00" 1207 -1.5783 2.3554 0.7771
"1642" 1642 "2012-07-28" "18:59:00" 932 -1.5536 2.3659 0.8122
"1643" 1643 "2012-07-28" "19:14:00" 909 -1.5853 2.3509 0.7657
"1644" 1644 "2012-07-28" "19:29:00" 1015 -1.5291 2.3626 0.8335
"1645" 1645 "2012-07-28" "19:44:00" 911 -1.607 2.3502 0.7431
"1646" 1646 "2012-07-28" "19:59:00" 863 -1.6431 2.3001 0.657
"1647" 1647 "2012-07-28" "20:14:00" 947 -1.6093 2.3854 0.7761
"1648" 1648 "2012-07-28" "20:29:00" 827 -1.5804 2.3664 0.786
"1649" 1649 "2012-07-28" "20:44:00" 849 -1.5442 2.391 0.8469
"1650" 1650 "2012-07-28" "20:59:00" 764 -1.5877 2.3246 0.7369
"1651" 1651 "2012-07-28" "21:14:00" 683 -1.7452 2.3572 0.612
"1652" 1652 "2012-07-28" "21:29:00" 720 -1.6903 2.3444 0.6542
"1653" 1653 "2012-07-28" "21:44:00" 676 -1.6109 2.3639 0.753
